movie_name,movie_date,score,genre,movie_status,ori_lang,budget,revenue,country
The Last Castle,11-22-2001 ,71,"Action, Drama, Thriller", Released, English,60000000,20541668,AU
The Specialist,02-26-1995 ,59,"Action, Thriller", Released, English,45000000,170362581,AU
Sunset Boulevard,09-29-1950 ,84,Drama, Released, English,1752000,5000000,AU
Crimson Peak,10-15-2015 ,66,"Horror, Romance", Released, English,55000000,74966854,AU
The Mad Women's Ball,09-17-2021 ,71,"Thriller, Drama, History", Released, French,128200000,538366666,FR
Daddy Day Care,06-26-2003 ,59,"Comedy, Family", Released, English,60000000,164285587,AU
High Plains Drifter,1973-01-06,74,"Western, Drama, Mystery", Released, English,5500000,15700000,AU
Hey Arnold! The Jungle Movie,11-23-2017 ,77,"Family, Comedy, Animation, Adventure, TV Movie", Released, English,123000000,945719756,US
Cinderella Man,09-25-2005 ,75,"Romance, Drama, History", Released, English,88000000,105021488,AU
Showdown in Little Tokyo,07-23-1992 ,64,Action, Released, English,8000000,2275557,AU
SuperFly,06-13-2018 ,68,"Action, Crime", Released, English,16000000,20545116,US
Labyrinth,1986-04-12,73,"Adventure, Family, Fantasy", Released, English,25000000,12729917,AU
Marui Video,02-22-2023 ,37,"Mystery, Horror", Released, Korean,58670000,385960548,KR
The Old Guard,2020-10-07,72,"Action, Fantasy", Released, English,70000000,0,AU
A Thousand Words,2012-07-03,61,"Drama, Comedy", Released, English,40000000,20790486,AU
The Scorpion King 2: Rise of a Warrior,07-19-2008 ,46,"Action, Adventure, Fantasy, Science Fiction", Released, English,116500000,577617473,AU
I Feel Pretty,04-19-2018 ,64,"Comedy, Romance", Released, English,32000000,91444095,AU
The Awakening,03-15-2012 ,64,"Horror, Thriller, Mystery", Released, English,4900000,6924321,AU
Mi Prima La SexÃ³loga,07-21-2016 ,71,Comedy, Released," Spanish, Castilian",15000,115035659,MX
All About Lily Chou-Chou,2001-06-10,73,"Drama, Crime", Released, Japanese,117000000,381900993,JP
RoboCop 3,1993-05-11,47,"Action, Adventure, Crime, Science Fiction, Thriller", Released, English,22000000,10696210,US
Harriet,02-27-2020 ,74,"Drama, History", Released, English,17000000,44035587,AU
Case Closed: The Crimson Love Letter,04-15-2017 ,65,"Action, Adventure, Animation, Crime, Mystery", Released, Japanese,52948531,63147576,JP
The Hills Run Red,2009-12-06,57,"Horror, Thriller, Mystery", Released, English,92400000,311918068,US
Smallfoot,09-20-2018 ,68,"Family, Animation, Adventure, Fantasy", Released, English,80000000,214244195,AU
I Am a Hero,04-23-2016 ,73,"Action, Horror, Drama", Released, Japanese,138000000,466087386,JP
Cruel Intentions 2,03-13-2001 ,49,Drama, Released, English,167400000,997517368,US
Sanctuary,05-19-2023 ,0,"Drama, Thriller", Released, English,102000000,175269999,US
A Taxi Driver,2017-02-08,81,"Action, Drama, History", Released, Korean,12820005,81927980,KR
Porky's,04-13-1984 ,64,Comedy, Released, English,4000000,109492484,AU
"Jeremy Renner: The Diane Sawyer Interview - A Story of Terror, Survival and Triumph",2023-06-04,0,"Documentary, TV Movie", Released, English,141600000,175269999,US
PokÃ©mon: Mewtwo Returns,08-17-2001 ,66,"Animation, Family, Action, Adventure, Drama, Fantasy", Released, Japanese,133000000,492378636,AU
Â¿Y cÃ³mo es Ã©l?,2022-07-04,75,Comedy, Released," Spanish, Castilian",90200000,668589731,MX
The Chosen: Season 3  - Episodes 1 & 2,11-18-2022 ,100,"Drama, History", Released, English,201000000,1569323844,US
14 Peaks: Nothing Is Impossible,2021-12-11,74,Documentary, Released, English,79500000,708023892,US
Star Trek: The Captains' Summit,2009-12-04,74,Documentary, Released, English,79500000,708023892,US
Mune: Guardian of the Moon,10-14-2015 ,73,"Animation, Family, Adventure, Fantasy", Released, French,17000000,15730665,FR
Sister's Younger Husband,2016-11-10,56,"Comedy, Drama, Romance", Released, Korean,115000000,823771524,KR
The Last Emperor,11-26-1987 ,76,"Drama, History", Released, English,25000000,44005435,AU
Danger Close: The Battle of Long Tan,2019-08-08,69,"War, Action, Drama, History", Released, English,23934823,2078370,AU
Book of Dragons,11-15-2011 ,66,"Fantasy, Animation, Action, Comedy, Family", Released, English,75500000,469463342,US
Hotel Rwanda,02-24-2005 ,77,"Drama, History, War", Released, English,17500000,36520451,AU
City of Ember,11-19-2008 ,63,"Adventure, Family, Fantasy", Released, English,38000000,17831558,AU
American Me,03-13-1992 ,74,"Crime, Drama", Released, English,131000000,392456482,US
"tick, tick... BOOM!",2021-11-11,77,"Drama, Music", Released, English,119800000,552113773,AU
The Number 23,04-25-2007 ,64,"Thriller, Drama, Mystery", Released, English,32000000,77593167,AU
Wedding Daze,09-19-2007 ,55,Comedy, Released, English,70800000,591573175,AU
The Name of the Rose,03-19-1987 ,75,"Drama, Thriller, Mystery", Released, English,18000000,77200000,AU
Down Periscope,1996-09-05,63,Comedy, Released, English,110000000,271669046,AU
The Waterboy,01-21-1999 ,60,Comedy, Released, English,23000000,190191646,AU
ACA 155: Karginov vs. Silva,2023-08-04,0,, Released, Russian,167540000,175269999,BY
Tall Girl,09-13-2019 ,64,"Comedy, Drama, Romance", Released, English,146800000,185673447,US
Sister of the Groom,12-18-2020 ,60,"Comedy, Romance", Released, English,51400000,229180648,US
Free Willy 3: The Rescue,1997-08-08,63,"Family, Adventure", Released, English,96200000,474833113,US
Room Salon College Girls 3,04-17-2020 ,50,"Romance, Action", Released, Korean,140400000,597705818,KR
Monty Python and the Holy Grail,08-14-1975 ,78,"Adventure, Comedy, Fantasy", Released, English,400000,5028948,AU
Star Trek II: The Wrath of Khan,07-16-1982 ,75,"Action, Adventure, Science Fiction, Thriller", Released, English,12000000,95800000,AU
Black as Night,2021-01-10,56,"Horror, Thriller", Released, English,130200000,390377804,AU
The Last Boy Scout,04-23-1992 ,68,"Action, Thriller", Released, English,29000000,59509925,AU
Re/Member,10-14-2022 ,71,"Horror, Thriller", Released, Japanese,144600000,356955331,JP
Capernaum,2019-07-02,82,Drama, Released, Arabic,4000000,64978931,AU
Battle for Sevastopol,2015-02-04,74,"War, Drama, Romance", Released, Russian,5000000,20360626,RU
Prey,2009-09-09,57,"Adventure, Horror, Thriller", Released, English,65000000,0,GB
Cold Blood,05-15-2019 ,54,"Thriller, Action", Released, English,2700000,641910,FR
Champions,04-16-2019 ,76,"Drama, Comedy", Released," Spanish, Castilian",4920975,20121318,AU
Escape Room,09-14-2017 ,45,"Horror, Thriller", Released, English,9000000,155615727,RU
Police Academy 6: City Under Siege,06-22-1989 ,51,"Comedy, Crime", Released, English,15000000,33200000,AU
Aliens in the Attic,07-31-2009 ,57,"Adventure, Comedy, Family, Fantasy, Science Fiction", Released, English,45000000,59551283,US
Oppenheimer,07-21-2023 ,0,"Drama, History", Post Production, English,100000000,28329750,AU
Palm Trees in the Snow,12-25-2015 ,74,"Drama, History, Romance", Released," Spanish, Castilian",11332619,11229500,ES
Summer Wars,04-20-2010 ,75,Animation, Released, Japanese,1065505,18434328,AU
Dangerous Beauty,02-20-1998 ,71,"Drama, Romance", Released, English,25536413,4553271,US
The Night Parade,01-30-2013 ,65,Romance, Released, French,66400000,489432271,FR
Deep Blue Sea,09-27-1999 ,60,"Action, Horror, Science Fiction", Released, English,60000000,165048228,AU
Crimson Tide,1995-08-06,72,"Thriller, Drama, Action", Released, English,55000000,159387195,AU
The Hitchhiker's Guide to the Galaxy,04-28-2005 ,67,"Adventure, Comedy, Science Fiction", Released, English,45000000,102746214,AU
Messengers 2: The Scarecrow,07-21-2009 ,53,Horror, Released, English,95000000,338365977,US
Clear and Present Danger,1994-06-10,66,"Action, Drama, Thriller", Released, English,62000000,207500000,AU
Over the Top,03-26-1987 ,64,"Action, Drama", Released, English,25000000,16057580,AU
Dallas Buyers Club,02-13-2014 ,79,"Drama, History", Released, English,5000000,60611845,AU
Miss Sloane,2017-02-03,75,"Thriller, Drama", Released, English,18000000,7768259,AU
El mesero,07-15-2021 ,80,Comedy, Released," Spanish, Castilian",102200000,696582478,MX
"Sex, Party and Lies",05-13-2011 ,45,"Comedy, Drama", Released," Spanish, Castilian",1243777,5723917,AU
Any Given Sunday,2000-10-03,68,Drama, Released, English,60000000,100230832,AU
The Walking Deceased,03-20-2015 ,53,"Comedy, Horror", Released, English,2000000,43,US
Psycho,1998-04-12,51,"Mystery, Thriller, Horror", Released, English,20000000,37226218,US
Ordinary People,2018-07-11,68,"Thriller, Mystery", Released, Korean,6200000,52302978,KR
Murder at Yellowstone City,2022-01-08,56,"Western, Mystery", Released, English,111200000,278054691,AU
BlacKkKlansman,08-16-2018 ,75,"Comedy, Crime, Drama, History", Released, English,15000000,93411426,AU
The Howling,03-13-1981 ,66,Horror, Released, English,1000000,17985130,US
Photocopier,01-13-2022 ,70,"Drama, Mystery, Thriller", Released, Indonesian,139800000,571361977,ID
Species II,1998-09-07,51,"Science Fiction, Action, Horror", Released, English,35000000,19165560,AU
Confessions of a Hitman,07-20-2022 ,66,"Crime, Drama, Action", Released, French,48540000,367960476,CA
Sweet Home Alabama,12-19-2002 ,64,"Comedy, Romance", Released, English,38000000,182365114,AU
Crimson Rivers II: Angels of the Apocalypse,02-18-2004 ,61,"Action, Thriller, Crime", Released, French,13600000,40152148,FR
Max,06-26-2015 ,71,"Adventure, Drama", Released, English,20000000,43658157,US
Highlander: Endgame,2000-07-11,49,"Action, Fantasy", Released, English,15000000,12801190,AU
Lupin the Third vs. Detective Conan: The Movie,2013-07-12,69,"Animation, Action, Thriller", Released, Japanese,85540000,473090744,JP
Date Night,2010-08-04,61,"Comedy, Action, Adventure", Released, English,55000000,152269033,AU
Police Academy 4: Citizens on Patrol,1987-09-04,55,"Comedy, Crime", Released, English,17000000,76800000,AU
The Assassination of Jesse James by the Coward Robert Ford,2007-01-11,71,"Action, Drama, Western", Released, English,30000000,14711793,AU
The Poseidon Adventure,12-13-1972 ,71,"Action, Adventure, Thriller", Released, English,5000000,84563118,US
The Sting,1974-05-04,80,"Comedy, Crime, Drama", Released, English,5500000,159616327,AU
Marvel Studios Assembled: The Making of Doctor Strange in the Multiverse of Madness,2022-08-07,75,Documentary, Released, English,98800000,580810040,US
The Privilege,2022-09-02,51,Horror, Released, German,108400000,218436575,DE
Godzilla: City on the Edge of Battle,05-18-2018 ,64,"Animation, Science Fiction", Released, Japanese,51400000,519039594,JP
Pandorum,2010-04-02,65,"Action, Horror, Mystery, Science Fiction, Thriller", Released, English,40000000,17033431,AU
De Caperucita a loba,2023-05-04,0,Comedy, Released," Spanish, Castilian",264940000,175269999,ES
Daylight's End,04-16-2016 ,59,"Action, Horror, Science Fiction", Released, English,2000000,20363381,US
The Red Thread,05-19-2016 ,63,"Drama, Romance", Released," Spanish, Castilian",120000000,303727773,AR
The Pornographer,2001-03-10,46,Drama, Released, French,6461099,126,FR
Age of Tomorrow,2014-10-06,30,"Thriller, Science Fiction, Action", Released, English,15541000,38139010,US
Green Zone,2010-12-03,65,"War, Action, Adventure, Drama, Thriller", Released, English,100000000,97523020,AU
Midway,09-18-1976 ,66,"Action, Drama, History, War", Released, English,100000000,126815030,AU
The Nut Job 2: Nutty by Nature,04-18-2018 ,59,"Animation, Family, Adventure, Comedy", Released, English,40000000,57424952,AU
DC Showcase: Blue Beetle,07-27-2021 ,62,"Animation, Science Fiction, Action, Adventure", Released, English,74500000,528766636,US
Booty Call,07-31-1997 ,53,Comedy, Released, English,7520000,20060051,AU
Kung Fu Panda: Secrets of the Furious Five,2008-08-11,67,"Animation, Family, Action", Released, English,144200000,630310770,US
Love Wrecked,01-21-2007 ,51,"Family, Romance", Released, English,150200000,667039926,US
Crash,2005-12-05,72,Drama, Released, English,10000000,3412380,AU
Crash,2005-12-05,72,Drama, Released, English,7303082,101173038,AU
Cry Macho,11-25-2021 ,60,"Drama, Western", Released, English,33000000,16481544,AU
Outlaws,2021-08-10,69,Crime, Released," Spanish, Castilian",62500000,520816422,ES
USS Indianapolis: Men of Courage,10-14-2016 ,59,"Action, War", Released, English,40000000,1663785,US
Belli ciao,10-20-2022 ,57,Comedy, Released, Italian,118600000,245108933,AU
Four Weddings and a Funeral,05-13-1994 ,68,"Comedy, Drama, Romance", Released, English,4500000,242895809,AU
The Layover,02-28-2018 ,54,"Comedy, Romance", Released, English,98100000,376152926,AU
Holiday Harmony,11-24-2022 ,64,"Romance, Comedy, Music", Released, English,121200000,319022323,US
Maverick,1994-09-06,68,"Action, Adventure, Comedy, Drama, Western", Released, English,75000000,183031272,AU
Next Avengers: Heroes of Tomorrow,2008-02-09,69,"Animation, Family, Action, Adventure, Science Fiction", Released, English,53620000,3800000,US
Maggie,05-18-2015 ,54,"Horror, Drama, Mystery", Released, English,4500000,1027760,AU
Falcon Rising,2014-05-09,62,"Adventure, Action", Released, English,4500000,11774,US
Welcome Home,11-16-2018 ,52,"Thriller, Horror", Released, English,136000000,544681314,US
The King,2019-01-11,72,"Drama, History, War", Released, English,69200000,369890597,AU
Grease 2,1982-11-06,51,"Comedy, Music, Romance", Released, English,13200000,15171476,US
The Ark,11-17-2007 ,46,"Animation, Adventure, Family", Released," Spanish, Castilian",116500000,636383185,US
Amazing Love,2012-06-11,69,Drama, Released, English,95000000,406434252,US
7500,2020-10-01,61,"Action, Drama, Thriller", Released, English,5000000,0,AT
Goodnight Mommy,04-20-2016 ,67,"Horror, Drama, Thriller, Mystery", Released, German,61140900,2193474,AU
Professor Marston and the Wonder Women,10-13-2017 ,72,"Drama, Romance", Released, English,26730400,1584759,US
Devil in the Flesh,04-22-1986 ,57,"Drama, Romance", Released, Italian,5906710,546904,IT
Tarzan II,06-13-2005 ,61,"Adventure, Animation, Family", Released, English,120000000,274833060,US
August Never Ends,04-16-2021 ,55,Romance, Released, Chinese,144400000,326683695,CN
Where Eagles Dare,1968-04-12,76,"Action, Adventure, War", Released, English,7700000,21000000,AU
Next-Door Nightmare,2021-08-07,53,"Thriller, TV Movie, Drama", Released, English,131600000,323696631,US
Bayala: A Magical Adventure,10-24-2019 ,58,"Adventure, Animation, Family, Fantasy", Released, German,6324600,521149,DE
Nobody Knows,2004-07-08,80,Drama, Released, Japanese,172000000,682835309,JP
Miami Vice,2006-10-08,60,"Action, Crime, Thriller", Released, English,135000000,164920076,AU
Mighty Morphin Power Rangers: Once & Always,04-19-2023 ,0,"Action, Science Fiction, Fantasy, Family", In Production, English,231940000,175269999,US
Kizumonogatari Part 1: Tekketsu,2016-08-01,78,"Animation, Fantasy, Mystery", Released, Japanese,136000000,596365974,JP
King of Thorn,2010-01-05,66,"Fantasy, Animation, Science Fiction", Released, Japanese,102800000,448180575,JP
Journey to the West: Conquering the Demons,2013-10-02,70,"Action, Fantasy, Adventure, Comedy", Released, Chinese,13457040,215000000,CN
Daisy Quokka: Worldâ€™s Scariest Animal,11-28-2020 ,67,"Animation, Comedy, Family", Released, English,127600000,629825382,AU
As Good as It Gets,1998-05-02,74,"Drama, Comedy, Romance", Released, English,50000000,314178011,AU
Ring,09-13-2001 ,71,"Horror, Thriller", Released, Japanese,1200000,19400000,AU
Alive,1993-01-04,69,"Adventure, Drama, Thriller", Released, English,32000000,36299670,AU
The Transformers: The Movie,12-26-1986 ,72,"Animation, Science Fiction, Action, Adventure, Family", Released, English,6000000,5849647,AU
Corsage,2023-09-02,69,"Drama, History", Released, German,7580600,537274,AU
The Battle at Lake Changjin,09-30-2021 ,61,"Drama, War", Released, Chinese,200000000,902540935,CN
Clouds,10-16-2020 ,83,"Music, Drama, Romance", Released, English,104400000,592783138,AU
Babylon A.D.,09-16-2008 ,56,"Action, Adventure, Science Fiction, Thriller", Released, English,45000000,70216497,AU
